ID,PHYSICAL_TABLE_NAME,NAME,ESPACE_ID,SS_KEY,MULTITENANT,MULTITENANT_VIEW,IS_ACTIVE,IS_SYSTEM,IS_EXTERNAL,PRIMARYKEY_SS_KEY,DESCRIPTION,Extension_Id,GENERATION,Is_Active_Attribute,Label_Attribute,Order_By_Attribute,Data_Kind,Multilingual,Multilingual_Table_Name,Expose_Process_Events,Event_Table_Name,Base_View_Name,LOGICALDATABASE
2585,OSUSR_72o_TransactionStripeTransaction,TransactionStripeTransaction,78,be16a6f7-673b-4093-8808-8525727cdd5a,0,0,1,0,0,515f76c6-d529-4177-947c-2747f5f2dec1,Relates a Core transaction to a Stripe transaction.,NULL,0,,,,entity,0,,0,OSEVT_72o_TransactionStripeTransaction,,
2598,OSUSR_sdl_ChargebackStatus,ChargebackStatus,519,a00958a5-4708-4482-9677-833055fe7407,0,0,1,0,0,08516513-28f8-4340-994b-bebeeffeea13,Represents the possible chargeback statuses.,NULL,0,,b8d88968-fbe1-4f09-b9ac-f447bf10f616,f7ceb9d5-d4ba-4a6b-b2e2-55bcb617707c,staticEntity,1,OSUSR_sdl__MLChargebackStatus,0,OSEVT_sdl_ChargebackStatus,,
2599,OSUSR_5ui_GymProgram,GymProgram,400,c6613827-3968-41d4-bfce-ff152eb73d1f,0,0,1,0,0,330fc11a-7801-4d5d-a35b-a24e6b1dc263,Contains all Programs for all Gyms (Customers),NULL,0,3c1d1c21-134b-4929-81f0-1aa949b82bf6,4a51d20a-5074-4ba2-b971-8ae6d06e0e05,,entity,0,,0,OSEVT_5ui_GymProgram,,
2615,OSUSR_sdl_StripeDisputeTransaction,StripeDisputeTransaction,519,16f957f6-d43e-43ac-b31f-22811ee4cb33,0,0,1,0,0,5c922766-7414-44d8-a5b8-e1934450ce7b,"Relates a Transaction to a Stripe Dispute (chargeback). Whenever a dispute is created in Stripe and we are notified, a record is created here referencing the StripeDispute record.",NULL,0,,,,entity,0,,0,OSEVT_sdl_StripeDisputeTransaction,,
2616,OSUSR_sdl_StripeTransferCharge,StripeTransferScheduledTransaction,519,9a650001-2b95-497f-b76b-8a6113701a73,0,0,0,0,0,b100dc3b-b2c3-40fb-8675-e32dc8cfd558,"Transactions that aren't forwarded automatically to a connected account need to be transfered manually at a later stage. This entity stores information about which transactions were included in each transfer. Although it is possible to create a transfer that isn't based on existing transactions, that is not recommended for regulatory motives.",NULL,0,,,,entity,0,,0,OSEVT_sdl_StripeTransferCharge,,
2617,OSUSR_sdl_DisputeEvidence,DisputeEvidence,519,a8021c3e-c38a-4924-bbcd-b0253cde5041,0,0,1,0,0,57cf8658-e456-4081-8052-a25293436fec,Evidence submitted as response to a dispute.,NULL,0,,,,entity,0,,0,OSEVT_sdl_DisputeEvidence,,
2624,OSUSR_696_VideoLibraryUserStar,VideoLibraryUserStar,406,5d649fb2-fd82-43ee-9cbe-a0f1c03cd00f,0,0,0,0,0,de8f68c9-caa5-4e84-8f20-17198d99eec5,joining table of VideoLibraryExercise and User. stores VideoLibraryExercise records for each user and if they are starred,NULL,0,,,,entity,0,,0,OSEVT_696_VideoLibraryUserStar,,
2627,OSUSR_vti_ReportUserStar,ReportUserStar,362,25999fdb-3a05-4fa1-80f3-f8c18acbf91d,0,0,1,0,0,4eeb9fa4-d83d-4ebd-aede-5872ba13ffc2,Table to hold records of reports which users have favorited.,NULL,0,,,,entity,0,,0,OSEVT_vti_ReportUserStar,,
2630,OSUSR_ddd_WODHeaderUserStar,WODHeaderUserStar,383,eff10447-c860-479e-a15b-4b6f38795f9d,0,0,1,0,0,3e224609-a9d5-4e70-b86d-9d96eff34734,Contains workouts that a client as Starred,NULL,0,,,,entity,0,,0,OSEVT_ddd_WODHeaderUserStar,,
2631,OSUSR_sdl_StripePayoutTransactionType,StripePayoutTransactionType,519,41192337-2eeb-42b0-924c-e428101aba29,0,0,1,0,0,1c09bb49-10ad-4d47-835d-ce4743a89f5d,Represents the type of transactions available in a payout.,NULL,0,,fb676a1e-101e-4181-b36a-653eae920ae8,ff071ac1-e6dd-4eb1-b0ab-4d98d4aeae9c,staticEntity,1,OSUSR_sdl__MLStripePayoutTransactionType,0,OSEVT_sdl_StripePayoutTransactionType,,
2638,OSUSR_8xw_GlobalUserHistory,GlobalUserHistory,462,efe6c3e7-d608-4d39-83ed-b79306029747,0,0,1,0,0,d724cc08-6fdb-4b3a-a047-58751c4ca9da,Contains what was changed when GlobalUser was updated,NULL,0,,,,entity,0,,0,OSEVT_8xw_GlobalUserHistory,,
2642,OSUSR_vin_Kind,Kind,602,9bcb63e5-e353-40b6-b6c8-ec21fc35dcd6,0,0,1,0,0,635bc1b4-07cc-49f5-abb2-14cafba6c083,"visitor or ""account""",NULL,0,e439f95f-70e6-4df1-9af6-1a6727ce10c2,2670b754-bfeb-4d32-a8d3-3c3b11e2048b,401e0098-b282-4dd8-9596-96fc0bbd14cd,staticEntity,1,OSUSR_vin__MLKind,0,OSEVT_vin_Kind,,
2643,OSUSR_vin_Type,Type,602,c219cdcf-75a0-43f1-a7c8-7e4a000d46a3,0,0,1,0,0,1c1430b6-0993-41bc-bc10-459eef135e06,type of metadata field,NULL,0,8070cc23-9589-40c4-a061-2e41a4e037d3,450be49a-dc7e-4600-bf52-14a1ca985631,cbae8b6a-ae06-448a-b190-5f1759f1c512,staticEntity,1,OSUSR_vin__MLType,0,OSEVT_vin_Type,,
2644,OSUSR_82w_ScrubItems,ScrubItems,528,05bd73b6-9c11-42db-af8c-4cf818665f16,0,0,1,0,0,bea1390a-8677-4e28-b8e9-9de545a8212b,Actions that will be executed in scrubbing executions,NULL,0,79fbac65-b3ed-4f89-bc51-3f0c491a8fa9,857793c6-82a4-4833-a123-e3d9337f4112,857793c6-82a4-4833-a123-e3d9337f4112,staticEntity,1,OSUSR_82w__MLScrubItems,0,OSEVT_82w_ScrubItems,,
2646,OSUSR_82w_ScrubItemStatus,ScrubItemStatus,528,3cf0208c-7ffb-46ff-adfe-4c2c2d4fac01,0,0,1,0,0,84f231d8-4880-4051-afd8-9398867cb1dd,Scrub Item's status,NULL,0,,9c2d35a2-d0a4-4d8e-9b5f-e9f761327f51,,staticEntity,1,OSUSR_82w__MLScrubItemStatus,0,OSEVT_82w_ScrubItemStatus,,
2647,OSUSR_82w_ScrubControl,ScrubControl,528,8faa493a-4119-43e1-933b-b3360efc0717,0,0,1,0,0,e8df1a8a-a8df-43fa-a6a8-9704c86541cd,Information about the scrub execution (Pre Scrub or Scrub),NULL,0,,,,entity,0,,0,OSEVT_82w_ScrubControl,,
2648,OSUSR_82w_TenantDelete_Control,TenantDelete_Control,528,d7b292bc-17db-418b-a6f0-a7c18186cb97,0,0,1,0,0,e61cdb6d-1a38-46d8-86b7-8d0bc44c06ad,list of Tenants to be deleted togheter with all tenant data,NULL,0,,,,entity,0,,0,OSEVT_82w_TenantDelete_Control,,
2649,OSUSR_82w_ScrubItemControl,ScrubItemControl,528,f4d1e323-8612-45e7-be15-7bdc97fee9c9,0,0,1,0,0,df0e84f2-d5fe-4b63-83fb-a99c79341468,Information about the scrub's item execution (Pre Scrub or Scrub),NULL,0,,,,entity,0,,0,OSEVT_82w_ScrubItemControl,,
2651,OSUSR_hwc_MemberDeactivationReason,MemberDeactivationReason,416,5c595f90-745e-403e-94c0-28f961b270e7,0,0,1,0,0,f4e1f6fd-822a-4783-9654-f0bbbfc36baf,Indicates why a Members was deactivated,NULL,0,1116fab7-37b7-4849-b0eb-e87e4783f3c5,b765ffc9-bf61-4539-9b70-9bce4ea6eb84,0ed05a6e-9841-4329-a0f0-9fd1b796b721,staticEntity,1,OSUSR_hwc__MLMemberDeactivationReason,0,OSEVT_hwc_MemberDeactivationReason,,
2652,OSUSR_hwc_MemberSettingsHistory,MemberSettingsHistory,416,ae8c977c-45a3-47fc-904c-ee7ee5204d62,0,0,1,0,0,7a25aa94-eff3-4da8-80bc-0b501b2c961c,Contains what was changed when Member was updated,NULL,0,,,,entity,0,,0,OSEVT_hwc_MemberSettingsHistory,,
2653,OSUSR_hwc_MemberSettings,MemberSettings,416,c4cea1c3-a387-424a-861d-ce9655a0902f,0,0,1,0,0,24480acf-cac1-46ca-9d75-1a6a822e4af2,Contains all Settings for a specific Member (Client),NULL,0,,,,entity,0,,0,OSEVT_hwc_MemberSettings,,
2673,OSUSR_ddd_ResultType,ResultType,383,741f8f8f-5ef1-4ee0-b007-e3426b6d06c5,0,0,1,0,0,36ab22ab-77e8-4fd4-b6d4-1f71874291f1,Contains all result types for components,NULL,0,f60df8ca-8b40-41f6-b264-f69d07a599ad,9922d0da-ab32-4ed4-a989-4e02237777f8,5bbd49ed-b1bc-40f1-83a9-6be66e125c0d,staticEntity,0,,0,OSEVT_ddd_ResultType,,
2675,OSUSR_sdl_StripeRefundForWitheldPayout,StripeRefundForWitheldPayout,519,c66832a9-d7a7-41ae-a358-e51bd75086e8,0,0,0,0,0,552cbcf4-95db-45d3-a03c-72bdbbc6d14f,Acts as a queue for refunds created under the Withheld Payout system. Refunds in this table will be subtracted from scheduled transfers and then marked as fully transfered.,NULL,0,,,,entity,0,,0,OSEVT_sdl_StripeRefundForWitheldPayout,,
2683,OSUSR_f5k_DynamoDB_TableStatus,DynamoDB_TableStatus,441,785760ce-3ad7-496b-8dad-37261bb2e223,0,0,0,0,0,53be3ffc-4555-4849-b9c6-08a2bfc2f30a,The possible table statuses inside DynamoDB.,NULL,0,,35a2a44d-428e-4c60-a53d-e2b0259d337b,53be3ffc-4555-4849-b9c6-08a2bfc2f30a,staticEntity,1,OSUSR_f5k__MLDynamoDB_TableStatus,0,OSEVT_f5k_DynamoDB_TableStatus,,
2684,OSUSR_f5k_DynamoDB_Action,DynamoDB_Action,441,d5e71eb2-5e22-41ed-8dac-466c7f0548d7,0,0,1,0,0,553a271b-73f6-46a2-9a3b-e82c8fc6f2b3,The available actions to be performed on the DynamoDB API.,NULL,0,,33d44ac2-26d3-47af-a1f0-7f85f1abe21d,553a271b-73f6-46a2-9a3b-e82c8fc6f2b3,staticEntity,1,OSUSR_f5k__MLDynamoDB_Action,0,OSEVT_f5k_DynamoDB_Action,,
2685,OSUSR_juw_MemberPlanLocation,MemberPlanLocation,401,16de2399-7ac2-4144-8f73-8325f1f45224,0,0,1,0,0,17ec14c9-9f14-4f75-a4ce-d099b2fa97c1,Determines which business locations a member plan applies to.,NULL,0,,,,entity,0,,0,OSEVT_juw_MemberPlanLocation,,
2686,OSUSR_juw_MemberPlanTemplateLocation,MemberPlanTemplateLocation,401,3f0410fc-6fc3-4bf1-8824-a140c6fcea35,0,0,1,0,0,e646d006-64ea-45d3-a81a-4d1f477bab84,Determines which business locations a member plan template applies to.,NULL,0,,,,entity,0,,0,OSEVT_juw_MemberPlanTemplateLocation,,
2688,OSUSR_3u1_Announcement,Announcement,383,f9dbb861-5f69-4594-b56f-147610ef8c21,0,0,1,0,0,d57c341a-cdb5-411e-8c37-95c9345f4c05,Announcements to be used when a new workout is created,NULL,0,59c9252d-35c3-4a76-a9db-4ddd855e239c,,,entity,0,,0,OSEVT_3u1_Announcement,,
2696,OSSYS_APP_MOBBUILD_PUBPLAN,App_Mobile_Build_SolutionPlan,1,0657bca5-7af0-422c-a41d-10e8ac26d3e4,0,0,1,1,0,6f357e37-1bd7-46f1-9c2d-f112afaa5ea6,,NULL,0,,,,entity,0,,0,OSEVT_APP_MOBBUILD_PUBPLAN,,
2697,OSSYS_SEGMENTATIONKIND,RuntimeKind,1,070281eb-7979-4bc1-b152-15a5d546e4e0,0,0,1,1,0,14e2b35a-212a-4d87-98c7-7ab7a167e26b,,NULL,0,c1a54546-5fd2-4739-8f90-5f98268dc92c,7faab083-65bd-472a-925a-0592a09a73a5,fc150cf5-a04a-4aff-8710-ba2aa48ab7d5,staticEntity,0,OSSYS__MLRuntimeKind,0,OSEVT_SEGMENTATIONKIND,,
2698,OSSYS_FM_FEATURE,FeatureManagement_Feature,1,08259f51-d0d0-4272-8bb6-dc350b07f0fc,0,0,1,1,0,63a468c2-ec97-467d-9842-af5c7d958810,,NULL,0,,,,entity,0,,0,OSEVT_FM_FEATURE,,
2699,OSSYS_PUBLISHTRACE,InternalPublishTrace,1,09825650-2995-40bc-8a19-f3ce47f62ef5,0,0,1,1,0,,Internal use,NULL,0,,,,entity,0,,0,OSEVT_PUBLISHTRACE,,
2700,OSSYS_WEB_REFERENCE_EXTENSION,Web_Reference_Extension,1,0d2e5078-af53-4458-b2e9-c0185eb0ffe0,0,0,0,1,0,b585da69-bfe2-45b1-a293-081f945c7470,NLogging configurations to Espace specific web references. Extension of Web_Reference Entity (which is public) to avoid breaking backwards compatibility.,NULL,0,,,,entity,0,,0,OSEVT_WEB_REFERENCE_EXTENSION,,
2701,OSLOG_MR_DETAIL_PREVIOUS,Log_Mobile_Request_Detail_Previous,1,0de69986-2fb2-4885-82fe-d036a4bc7b02,1,1,0,1,0,99b1f7cd-744d-46c7-a17a-70d6f34e6ac3,NDetail logs generated by mobile applications requests to backend generated endpoints.,NULL,0,,,,entity,0,,0,OSEVT_OSLOG_MR_DETAIL_PREVIOUS,OSLOG_MR_DET_PREV,
2702,OSLOG_MOBILE_REQUEST_PREVIOUS,Log_Mobile_Request_Previous,1,15668757-d0b8-496a-a867-b21e75dec92e,1,1,0,1,0,97701dfb-f3c3-4ed1-a492-df1da5706e7c,NLogs generated by mobile applications requests to backend generated endpoints,NULL,0,,,,entity,0,,0,OSEVT_OSLOG_MOBILE_REQUEST_PREVIOUS,OSLOG_MR_PREV,
2703,ossys_NativeResourceType,NativeResourceType,1,16e6e7f3-b1e1-43a1-8144-e4b4445a3229,0,0,1,1,0,2177695e-b1c8-4fe8-bd98-d0fd752b641f,,NULL,0,,,,staticEntity,0,,0,OSEVT_NativeResourceType,,
2704,OSSYS_APP_MOBILE_BASE,App_Mobile_Baseline,1,1a5cd74b-aa16-4145-9819-7f578ca5877f,0,0,1,1,0,ac9f488d-5eae-4dc4-b0bf-abfdb4728e4c,"This is a temporary placeholder for mobile app configuration information, to be transferred to the actual configuration when it's created. It's used to push this information to environments where the app is not yet configured.",NULL,0,,,,entity,0,,0,OSEVT_APP_MOBILE_BASE,,
2705,ossys_UserServiceAccount,UserServiceAccount,1,1f9e4fea-7034-41c5-860f-2a90d1990a1d,0,0,1,1,0,8c43f837-fd56-4c7b-810b-df9e4959db0c,Users that are ServiceAccounts have their user id in this entity,NULL,0,,,,entity,0,,0,OSEVT_UserServiceAccount,,
2706,OSSYS_APP_MOBILE_BUILD,App_Mobile_Build,1,2b626b1e-648b-4d8d-85c8-75f1fbac4479,0,0,1,1,0,3c651da0-ec66-4a5c-a4b4-d64d459bd952,Represents all information regarding the mobile build that was started on the build Server.,NULL,0,,,,entity,0,,0,OSEVT_APP_MOBILE_BUILD,,
2707,OSSYS_APP_MOBILE_BUILD_QUEUE,App_Mobile_Build_Queue,1,45159b3e-190c-438e-8633-7ab5cdc3c0b8,0,0,1,1,0,c13a882f-bdc8-4ad8-ae49-5e916986e844,,NULL,0,,,,entity,0,,0,OSEVT_APP_MOBILE_BUILD_QUEUE,,
2708,ossys_App_Mobile_Build_Status,App_Mobile_Build_Status,1,4d798230-48f7-4461-ab83-1612b797d939,0,0,1,1,0,508ffa9d-a394-4cca-b2f7-5c0dfc1c0ce5,Entity that represents the status of a native build.,NULL,0,d954f01f-fd18-4ad4-842b-3903e140becd,ac2ab36c-2cbd-4cc2-87a0-32e473d833b7,f39e12d5-96a6-4472-ab11-ebc762eb6eec,staticEntity,1,OSSYS__MLApp_Mobile_Build_Status,0,OSEVT_App_Mobile_Build_Status,,
2709,ossys_ParameterName,ParameterName,1,4fb9965d-78e1-420d-86ed-ca8bcacf8e24,0,0,0,1,0,a7d0c5ec-6533-4e21-9019-75954c3339de,N,NULL,0,,68f1bd8e-33fb-48ce-b51c-a5b6348459eb,,staticEntity,1,OSSYS__MLParameterName,0,OSEVT_ParameterName,,
2710,OSSYS_EXTENSIBILITYCONFIGS,Espace_Version_Extensibility_Configuration,1,50520d56-cdde-4c7c-bc8a-a3906136ac9a,0,0,1,1,0,eea5c2fa-457d-4614-9549-df50f0c34449,,NULL,0,,,,entity,0,,0,OSEVT_EXTENSIBILITYCONFIGS,,
2711,OSSYS_AUTHPROVPROPNAMES,Authentication_Provider_PropertyNames,1,63645b1b-85f9-46f3-9d20-e8123686ea55,0,0,0,1,0,29b0c3df-edc0-4865-a4aa-068a02bab4dc,N,NULL,0,,29b0c3df-edc0-4865-a4aa-068a02bab4dc,6f8a4f82-0727-4342-b905-eef8001d29e6,staticEntity,0,,0,OSEVT_AUTHPROVPROPNAMES,,
2712,ossys_App_Mobile_Build_Data,App_Mobile_Build_Data,1,63aefe55-7f0f-4d2d-b1ad-fc573465873e,0,0,1,1,0,2c4d42f3-9203-4129-8e12-1af9083da330,The Binary content that represents a build result.,NULL,0,,,,entity,0,,0,OSEVT_App_Mobile_Build_Data,,
2713,ossys_NativePlugins,NativePlugins,1,6cc85d0e-868a-4523-9970-e90ea3b5324c,0,0,1,1,0,40afd169-a08b-47cc-b318-894f4b55a401,,NULL,0,,,,entity,0,,0,OSEVT_NativePlugins,,
2714,ossys_VersionComparisonResult,VersionComparisonResult,1,72f03e02-9c4b-44b5-8d14-2cf50fce21aa,0,0,1,1,0,5d1ae72a-48f3-47f2-87a4-22552315dd60,,NULL,0,,23a4396d-2749-40fd-8712-4bdb2804dc2d,,staticEntity,1,OSSYS__MLVersionComparisonResult,0,OSEVT_VersionComparisonResult,,
2715,OSSYS_APPLICATION_ICONHIGHRES,Application_IconHighRes,1,7585f1d3-f16e-40d2-bab0-d023241c7769,0,0,1,1,0,1f6717be-4522-45ed-aa75-25f43955f193,Application icon rezied for 1024x1024,NULL,0,,,,entity,0,,0,OSEVT_APPLICATION_ICONHIGHRES,,
2716,ossys_NativeBuildResourceType,NativeBuildResourceType,1,7dac5b72-6303-485e-b826-21d5b70c4015,0,0,1,1,0,1c1d093e-e79b-4940-925d-57d87030e4af,,NULL,0,,,,staticEntity,1,OSSYS__MLNativeBuildResourceType,0,OSEVT_NativeBuildResourceType,,
2717,ossys_NativeAppStatus,NativeAppStatus,1,7e335e65-db01-449c-9190-a139a151d370,0,0,1,1,0,21fb21eb-e9e8-42ec-80fe-ff810e746642,,NULL,0,9beef725-e261-4b11-b419-be66a0456a69,8ef9f282-b93f-40dc-a395-ce90e8e7db03,953e07bd-e0ad-44c3-aa81-48ccb28b44f7,staticEntity,1,OSSYS__MLNativeAppStatus,0,OSEVT_NativeAppStatus,,
2718,ossys_Login,Login,1,81c17ba7-c83e-4701-8127-96f833a4783b,1,1,1,1,0,7e0f57d0-c30f-41ae-86bd-58b902ac1838,Information to support login for mobile applications,NULL,0,,,,entity,0,,0,OSEVT_Login,ossys_Login,
2719,OSLOG_MOBILE_REQUEST,Log_Mobile_Request,1,841ccab2-cfa7-4151-af4b-0eb3e69c33d6,1,1,0,1,0,dc08ef02-2084-4ba2-9b27-a828c0449490,NLogs generated by mobile applications requests to backend generated endpoints,NULL,0,,,,entity,0,,0,OSEVT_OSLOG_MOBILE_REQUEST,OSLOG_MOBILE_REQ,
2720,OSSYS_MOBILE_CONFIG_DATA,Mobile_Configuration_Data,1,8446ac58-bfcb-4e80-82d8-e7da1d1327fd,0,0,1,1,0,2dfe8de9-365e-4cfe-a5fc-735e575d8774,File configuration binaries that are used in the mobile configuration,NULL,0,,,,entity,0,,0,OSEVT_MOBILE_CONFIG_DATA,,
2721,OSSYS_BPM_EVENT,Event,1,846c632e-3bc4-41d1-bda2-dc76fa80f806,1,1,1,1,0,20a03c5a-3705-4d72-9d82-58a9d074beed,Pending light events to be processed. Internal use only.,NULL,0,,,,entity,0,,0,OSEVT_BPM_EVENT,OSSYS_EVT,
2722,OSLOG_MR_DETAIL,Log_Mobile_Request_Detail,1,878e5084-0f79-4bec-9a6f-cbc40a51c76e,1,1,0,1,0,53d01096-3495-46fa-a3cd-41c575ead3ff,NDetail logs generated by mobile applications requests to backend generated endpoints.,NULL,0,,,,entity,0,,0,OSEVT_OSLOG_MR_DETAIL,OSLOG_MR_DETAIL,
2723,OSSYS_SOLUTIONMOBILEAPPVERSION,SolutionMobileApplicationVersion,1,8cab9acc-c128-4401-a04a-e4da3b2cadeb,0,0,1,1,0,45746105-e338-4db7-ab6c-9ba3466a40a4,"Versions for the mobile apps, if available. Sent from LifeTime to Service Center when staging applications, and to be applied to the mobile apps before requesting the build to nativizer.",NULL,0,,,,entity,0,,0,OSEVT_SOLUTIONMOBILEAPPVERSION,,
2724,ossys_Mobile_Certificate,Mobile_Certificate,1,939d1b08-cdd6-4c66-b1be-9f2a67a8d60f,0,0,1,1,0,de68101b-fa3f-4c8e-ae1d-cc3109eb0c91,Information regarding native certificetes.,NULL,0,,,,entity,0,,0,OSEVT_Mobile_Certificate,,
2725,OSSYS_USER_USERPOOL,User_UserPool,1,a24a6914-19c8-46a8-b0c0-6ca545653a2e,0,0,1,1,0,e4a01f17-0ccb-42d4-9ef5-f375ee8c7eb6,,NULL,0,,,,entity,0,,0,OSEVT_USER_USERPOOL,,
2726,OSSYS_BUILDTYPE_ANDROID,AppMobile_BTypeAndroid,1,a5a16593-48d3-4478-ba45-30f97741e4a0,0,0,1,1,0,125b6308-bea2-4e16-8f59-922ce6f30585,internal use only,NULL,0,b89b70bc-5b9e-4bfe-a046-07ec0b742d3a,ad58eb03-50ec-4c31-a542-686d632b0a53,2349c2f5-3d0c-4386-9e2c-3d7ae3e827b5,staticEntity,1,OSSYS__MLAppMobile_BTypeAndroid,0,OSEVT_BUILDTYPE_ANDROID,,
2727,OSSYS_FM_FEATURETYPE,FeatureManagement_FeatureType,1,a835cb3c-e94e-4271-913b-160e84b9d175,0,0,1,1,0,79f9fb1e-508b-45e6-9d13-62f8d63bf2a8,,NULL,0,8b5d1d14-7524-418f-a138-00ce750f4588,2a874c32-ebba-44e9-98c3-4b3612862a37,9db1ab88-895d-42e3-ae4b-1f2b6beb783f,staticEntity,1,OSSYS__MLFeatureManagement_FeatureType,0,OSEVT_FM_FEATURETYPE,,
2728,OSSYS_AUDITOPERATION,AuditOperation,1,a8ceafd6-4172-4191-9f7c-90f3b484d82d,0,0,1,1,0,54865269-04e1-4245-9d25-c52315ac047e,,NULL,0,,54865269-04e1-4245-9d25-c52315ac047e,ae0b56dc-fa8b-467d-bc18-b87fca705ed5,staticEntity,0,,0,OSEVT_AUDITOPERATION,,
2729,OSSYS_BUILDTYPE_IOS,AppMobile_BTypeIOS,1,bf9776f8-9996-49ea-87a0-d958388e9820,0,0,1,1,0,5c77b334-e0ef-423f-95fe-1cc9e16819b2,internal use only,NULL,0,ff5a3481-294c-4664-885f-d9d0d80b7e16,b1358f43-300f-4311-8336-5f66fd038eb3,9eebb646-5496-4ddd-92d3-52a4776cd543,staticEntity,1,OSSYS__MLAppMobile_BTypeIOS,0,OSEVT_BUILDTYPE_IOS,,
2730,ossys_SolutionPublishAsset,SolutionPublishAsset,1,c5364469-3c95-4204-95ae-e6bdf4e2c04f,0,0,1,1,0,a2e35f73-475e-48e4-966a-2d0a7eb1495d,The type of asset that is going to be published,NULL,0,4be226fa-e453-4b14-b921-de55bc8602ab,72f9af92-ce8e-4c76-b171-9e633b78da48,240c4cda-c573-4f88-8101-a3d9b29feb0e,staticEntity,1,OSSYS__MLSolutionPublishAsset,0,OSEVT_SolutionPublishAsset,,
2731,OSSYS_AUTHPROVIDERPROPERTIES,Authentication_Active_Provider_Properties,1,ca5ddb2c-e8e6-4b3a-8631-1eed91e94775,0,0,1,1,0,b7f030c4-e072-410f-ba6f-4e4e898c09ec,,NULL,0,,,,entity,0,,0,OSEVT_AUTHPROVIDERPROPERTIES,,
2732,OSSYS_ESPACE_MOBILE_CONFIGS,Espace_Mobile_Configs,1,caeb91c8-1de9-4190-953a-c2e780a79156,0,0,1,1,0,f6328135-99b4-4229-98af-ddab3908b4c4,Internal use only. Define some configurations for a Mobile application.,NULL,0,,,,entity,0,,0,OSEVT_ESPACE_MOBILE_CONFIGS,,
2733,ossys_iOS_Config_Details,iOS_Config_Details,1,ccea6755-9ba7-44ba-b95e-222e3a5cd441,0,0,1,1,0,1c5a3fbe-8262-4506-b7ad-3dae81a45351,iOS configuration that will be passed when doing iOS native builds.,NULL,0,,,,entity,0,,0,OSEVT_iOS_Config_Details,,
2734,OSSYS_AUDITTYPE,AuditType,1,cfeefb5d-3705-4d46-9184-2161dc4c5aec,0,0,1,1,0,7adb92c3-e1f2-44e4-b3a9-f91c1afa44b0,,NULL,0,,7adb92c3-e1f2-44e4-b3a9-f91c1afa44b0,746f0c54-b837-40c6-9ff3-2b8b92ca6a27,staticEntity,0,,0,OSEVT_AUDITTYPE,,
2735,ossys_Android_Config_Details,Android_Config_Details,1,d779050d-1c9f-477d-ba23-2e63447e1fde,0,0,1,1,0,1a66b51a-56bb-4781-98ea-1c09c4cc31b6,Android configuration that will be passed when doing iOS native builds.,NULL,0,,,,entity,0,,0,OSEVT_Android_Config_Details,,
2736,OSSYS_APP_MOBILE_CONFIG,App_Mobile_Config,1,df85b66d-2b54-4885-a825-eac988f2d68a,0,0,1,1,0,602276c5-8136-4eef-b0b2-c997e6e3ff7f,Generic mobile configuration for an application.,NULL,0,,,,entity,0,,0,OSEVT_APP_MOBILE_CONFIG,,
2737,OSSYS_USERPOOL,UserPool,1,e51c0cda-267f-4de6-af43-25b96e05b5a7,0,0,1,1,0,eff517f1-5f02-434a-836e-8364bf2803ac,,NULL,0,,,,entity,0,,0,OSEVT_USERPOOL,,
2738,OSSYS_REQUESTSTATUS,RequestStatus,1,e7a12a70-358b-4b97-b736-84a5dbf2f87b,0,0,1,1,0,23d088d9-26ee-4a58-b5e7-b3764995d721,Generic status records to classify the results of the new actions. Keep it simple.,NULL,0,517481a5-488e-4aef-9697-68114cacfff8,ca1af385-0497-4795-862b-126d1bae1b77,e3413322-cb25-4058-a977-44bb815288af,staticEntity,1,OSSYS__MLRequestStatus,0,OSEVT_REQUESTSTATUS,,
2739,OSSYS_MOBILE_PLATFORM,Mobile_Platform,1,f957f376-5d50-4e9c-9d26-f83aadb28506,0,0,1,1,0,30b8c242-5c7d-4907-93c7-53ee0f28240b,,NULL,0,eea2f2de-010e-4adc-a53d-8911b976fd3e,d419eb97-2c4b-4264-b795-e543e790b620,d419eb97-2c4b-4264-b795-e543e790b620,staticEntity,1,OSSYS__MLMobile_Platform,0,OSEVT_MOBILE_PLATFORM,,
2740,OSUSR_hm2_StackingType,StackingType_v1,620,1aaafcbe-99a5-4857-83f2-e4754e65edcf,0,0,1,0,0,15483f73-c343-42b5-946e-ff766a7210b4,"The way to plot multiple data series on Area, Bar, or Column charts:     - ‘NoStacking’: plot data series side by side to compare them;     - ‘Stacked’: plot data series stacked to show their contribution to a total;     - ‘Stacked100Percent’: plot data series stacked to show their percentage in a total.",NULL,0,23ce9ac2-2310-41ec-8a3a-b5d00267e575,,3b880a7b-16fe-45fa-a10d-cc926bbb665c,staticEntity,0,,0,OSEVT_hm2_StackingType,,
2741,OSUSR_hm2_LegendPosition,LegendPosition_v1,620,6f55558f-9a5c-49bb-bc32-8180c0ac0d73,0,0,1,0,0,156f1238-9031-4b7e-80a4-14bcfaa4e5ad,The legend position in chart,NULL,0,3ec340e0-faf3-4aee-84ea-ce81b12a11cd,156f1238-9031-4b7e-80a4-14bcfaa4e5ad,08ae0f03-beff-476c-9bbc-13e2077f0e0c,staticEntity,0,OSUSR_hm2__MLLegendPosition,0,OSEVT_hm2_LegendPosition,,
